Zip Range Start,Zip Range End,Svc Terminal,Direct/Indirect
03579,03585,119,D
03587,03588,119,D
03589,03589,189,D
03590,03590,119,D
03592,03592,119,D
03595,03595,119,D
03597,03598,119,D
03601,03609,180,D
03740,03740,119,D
03741,03741,180,D
03743,03743,180,D
03745,03746,180,D
03748,03755,180,D
03765,03765,119,D
03766,03766,180,D
03768,03769,189,D
03770,03770,180,D
03771,03771,119,D
03772,03773,180,D
03774,03774,119,D
03777,03777,189,D
03779,03779,189,D
03780,03780,119,D
03781,03782,180,D
03784,03784,180,D
03785,03785,119,D
03801,03803,100,D
03809,03810,189,D
03811,03811,100,D
03812,03818,189,D
03819,03821,100,D
03824,03824,100,D
03825,03825,189,D
03826,03827,100,D
03830,03830,100,D
03832,03832,189,D
03833,03833,100,D
03835,03839,189,D
03840,03844,100,D
03845,03847,189,D
03848,03848,100,D
03849,03853,189,D
03854,03854,100,D
03855,03855,189,D
03856,03856,181,D
03857,03858,100,D
03860,03860,189,D
03862,03862,100,D
03864,03864,189,D
03865,03865,100,D
03866,03868,189,D
03869,03871,100,D
03872,03872,189,D
03873,03874,100,D
03875,03875,189,D
03878,03878,189,D
03882,03884,189,D
03885,03885,100,D
03886,03887,189,D
03890,03890,189,D
03894,03894,189,D
03896,03897,189,D
03901,03901,113,D
03902,03905,100,D
03906,03906,113,D
03907,03907,100,D
03908,03909,113,D
03910,03911,100,D
04001,04001,100,I
04002,04002,113,D
04003,04004,100,I
04005,04007,113,D
04008,04008,100,I
04009,04009,113,D
04010,04010,189,D
04011,04011,113,D
04014,04014,100,D
04015,04015,113,D
04016,04016,100,I
04017,04017,100,D
04020,04020,189,D
04021,04021,113,D
04022,04022,189,D
04024,04024,100,D
04027,04031,100,I
04032,04033,113,D
04037,04037,189,D
04038,04039,113,D
04040,04040,100,D
04041,04041,189,D
04042,04042,100,I
04043,04043,113,D
04046,04046,113,D
04047,04049,189,D
04051,04051,100,I
04054,04054,100,D
04055,04055,113,D
04056,04056,100,I
04057,04057,113,D
04060,04061,100,I
04062,04064,113,D
04066,04066,100,I
04067,04067,185,D
04068,04068,189,D
04069,04075,113,D
04076,04076,100,I
04077,04078,113,D
04079,04079,100,I
04080,04080,189,D
04081,04081,100,I
04082,04084,113,D
04085,04085,100,D
04086,04086,113,D
04087,04088,100,I
04090,04090,113,D
04091,04091,189,D
04092,04092,113,D
04093,04093,100,I
04094,04098,113,D
04101,04199,113,D
04210,04212,185,D
04216,04217,185,D
04219,04222,185,D
04223,04223,100,I
04224,04225,185,D
04226,04226,100,I
04227,04229,185,D
04230,04231,100,I
04233,04233,100,I
04234,04234,185,D
04235,04235,100,I
04236,04236,185,D
04237,04237,100,I
04238,04241,185,D
04243,04243,185,D
04250,04259,185,D
04260,04260,113,D
04261,04263,185,D
04265,04266,185,D
04267,04267,100,I
04268,04268,185,D
04270,04274,185,D
04275,04275,100,I
04276,04276,185,D
04278,04283,185,D
04284,04285,100,I
04286,04286,185,D
04288,04291,185,D
04292,04292,100,I
04294,04294,185,D
04330,04330,185,D
04341,04352,185,D
04353,04353,100,I
04354,04355,185,D
04357,04361,185,D
04363,04364,185,D
04401,04401,122,D
04406,04406,100,I
04408,04408,100,I
04410,04410,100,I
04411,04412,122,D
04413,04415,100,I
04416,04416,122,D
04417,04417,100,I
04418,04419,122,D
04421,04421,100,I
04422,04423,122,D
04424,04424,100,I
04426,04431,122,D
04433,04435,122,D
04438,04438,122,D
04441,04442,100,I
04443,04444,122,D
04448,04448,122,D
04449,04449,100,I
04450,04450,122,D
04451,04451,100,I
04453,04455,100,I
04456,04458,122,D
04459,04459,100,I
04460,04460,100,D
04461,04461,122,D
04462,04462,100,D
04463,04464,122,D
04465,04465,100,I
04467,04467,100,I
04468,04468,122,D
04471,04471,100,I
04472,04475,122,D
04476,04476,100,I
04478,04478,100,I
04479,04479,122,D
04481,04482,100,I
04484,04485,100,I
04487,04488,100,I
04489,04489,122,D
04490,04492,100,I
04493,04493,122,D
04495,04495,100,I
04496,04496,122,D
04497,04497,100,I
04530,04530,113,D
04535,04535,185,D
04536,04536,100,I
04537,04537,100,D
04538,04539,100,I
04541,04541,100,I
04543,04543,113,D
04544,04544,100,I
04546,04549,100,I
04551,04552,100,I
04553,04553,113,D
04554,04554,100,I
04555,04556,113,D
04558,04558,100,I
04562,04562,113,D
04563,04563,100,I
04564,04564,113,D
04565,04565,100,I
04568,04569,100,I
04571,04571,100,I
04572,04572,113,D
04573,04576,100,I
04578,04578,185,D
04579,04579,113,D
04605,04606,122,D
04607,04608,100,I
04609,04609,122,D
04610,04611,100,I
04612,04612,122,D
04613,04618,100,I
04619,04619,100,D
04622,04622,122,D
04623,04631,100,I
04634,04634,100,I
04637,04638,100,I
04640,04640,100,I
04642,04643,100,I
04644,04644,122,D
04645,04646,100,I
04648,04650,100,I
04652,04652,100,I
04653,04654,122,D
04655,04657,100,I
04658,04658,122,D
04659,04659,100,I
04660,04660,122,D
04661,04661,100,I
04662,04662,122,D
04664,04664,100,I
04665,04665,122,D
04666,04668,100,I
04669,04669,122,D
04671,04671,100,I
04672,04672,122,D
04673,04673,100,I
04674,04674,122,D
04675,04678,100,I
04679,04679,122,D
04680,04681,100,I
04683,04686,100,I
04689,04689,100,I
04690,04690,122,D
04691,04691,100,I
04693,04693,100,I
04694,04694,122,D
04730,04730,100,D
04732,04732,100,D
04733,04733,100,I
04734,04736,100,D
04738,04738,100,D
04739,04739,100,I
04740,04740,100,D
04741,04741,100,I
04742,04747,100,D
04749,04751,100,D
04756,04763,100,D
04764,04765,100,I
04766,04766,100,D
04767,04768,100,I
04769,04769,100,D
04770,04770,100,I
04772,04772,100,D
04773,04775,100,I
04776,04777,100,D
04779,04782,100,I
04783,04787,100,D
04788,04788,100,I
04841,04841,113,D
04843,04843,100,D
04846,04848,100,I
04849,04849,122,D
04850,04850,100,I
04853,04857,100,I
04858,04858,113,D
04859,04860,100,I
04861,04861,113,D
04862,04863,100,I
04864,04864,113,D
04865,04865,100,I
04901,04901,185,D
04910,04910,100,I
04911,04911,122,D
04912,04912,100,I
04915,04915,122,D
04917,04918,185,D
04920,04922,122,D
04923,04923,100,I
04924,04924,122,D
04925,04925,100,I
04926,04926,185,D
04927,04930,122,D
04932,04932,100,I
04933,04933,122,D
04935,04935,185,D
04936,04936,100,I
04937,04938,185,D
04939,04939,100,I
04940,04940,185,D
04941,04941,100,I
04942,04944,122,D
04945,04945,100,I
04947,04947,185,D
04949,04950,122,D
04951,04951,100,I
04952,04953,122,D
04954,04954,185,D
04955,04955,100,I
04956,04956,185,D
04957,04958,122,D
04961,04961,100,I
04962,04963,185,D
04964,04964,100,I
04965,04965,122,D
04966,04966,185,D
04967,04967,122,D
04969,04969,122,D
04970,04972,100,I
04973,04976,122,D
04978,04978,100,I
04979,04979,122,D
04981,04981,122,D
04982,04982,100,I
04983,04983,185,D
04984,04987,100,I
04988,04988,122,D
04989,04989,185,D
04992,04992,185,D
05001,05001,180,D
05030,05032,180,D
05033,05033,119,D
05034,05035,180,D
05036,05036,188,D
05037,05037,180,D
05038,05038,188,D
05039,05039,180,D
05040,05040,119,D
05041,05041,180,D
05042,05042,119,D
05043,05045,180,D
05046,05046,119,D
05047,05049,180,D
05050,05051,119,D
05052,05056,180,D
05058,05062,180,D
05065,05065,180,D
05067,05068,180,D
05069,05069,119,D
05070,05075,180,D
05076,05076,119,D
05077,05077,188,D
05078,05079,180,D
05081,05081,119,D
05083,05084,180,D
05085,05086,119,D
05088,05089,180,D
05091,05091,180,D
05101,05101,180,D
05141,05144,180,D
05146,05146,180,D
05148,05156,180,D
05158,05159,180,D
05161,05161,180,D
05201,05201,104,D
05250,05255,180,D
05257,05257,104,D
05260,05262,104,D
05263,05263,180,D
05301,05304,180,D
05340,05346,180,D
05350,05350,104,I
05351,05351,180,D
05352,05352,104,I
05353,05363,180,D
05401,05407,188,D
05440,05448,188,D
05450,05452,188,D
05454,05466,188,D
05468,05468,188,D
05470,05474,188,D
05476,05479,188,D
05482,05483,188,D
05485,05492,188,D
05494,05495,188,D
05601,05602,188,D
05640,05641,188,D
05646,05646,188,D
05647,05647,119,D
05648,05657,188,D
05658,05658,119,D
05660,05670,188,D
05672,05679,188,D
05680,05680,119,D
05681,05682,188,D
05701,05701,180,D
05730,05730,180,D
05731,05731,188,D
05732,05732,180,D
05733,05734,188,D
05735,05739,180,D
05740,05740,188,D
05741,05744,180,D
05745,05748,188,D
05750,05751,180,D
05752,05753,188,D
05757,05759,180,D
05760,05760,188,D
05761,05765,180,D
05766,05767,188,D
05768,05768,180,D
05769,05770,188,D
05772,05772,188,D
05773,05777,180,D
05778,05778,188,D
05819,05819,119,D
05820,05820,180,D
05821,05822,119,D
05823,05823,180,D
05824,05825,119,D
05826,05826,180,D
05828,05830,119,D
05832,05833,119,D
05836,05843,119,D
05845,05846,119,D
05847,05847,180,D
05848,05851,119,D
05853,05855,119,D
05857,05863,119,D
05866,05868,119,D
05871,05871,119,D
05872,05872,180,D
05873,05873,119,D
05874,05874,180,D
05875,05875,119,D
05901,05901,180,D
05902,05902,119,D
05903,05903,180,D
05904,05906,119,D
05907,05907,180,D
06001,06001,107,D
06002,06002,119,D
06010,06011,107,D
06013,06013,107,D
06016,06016,119,D
06018,06024,107,D
06025,06025,106,D
06026,06026,119,D
06027,06027,107,D
06028,06030,119,D
06031,06032,107,D
06033,06033,106,D
06034,06034,107,D
06035,06035,119,D
06037,06037,107,D
06039,06039,107,D
06040,06040,106,D
06043,06043,119,D
06045,06045,119,D
06049,06049,119,D
06050,06053,107,D
06057,06059,107,D
06060,06060,119,D
06061,06063,107,D
06064,06064,119,D
06065,06065,107,D
06066,06066,119,D
06067,06070,107,D
06071,06072,119,D
06073,06073,106,D
06074,06075,119,D
06076,06076,118,D
06077,06078,119,D
06079,06079,107,D
06081,06084,119,D
06085,06085,107,D
06088,06090,119,D
06091,06091,107,D
06092,06093,119,D
06094,06094,107,D
06095,06096,119,D
06098,06098,107,D
06101,06199,107,D
06226,06226,106,D
06230,06230,118,D
06231,06232,106,D
06233,06235,118,D
06237,06238,106,D
06239,06239,118,D
06241,06247,118,D
06248,06250,106,D
06251,06251,118,D
06254,06254,106,D
06255,06255,118,D
06256,06256,106,D
06258,06260,118,D
06262,06263,118,D
06264,06264,106,D
06265,06265,118,D
06266,06266,106,D
06267,06269,118,D
06277,06279,118,D
06280,06280,106,D
06281,06282,118,D
06320,06320,106,D
06330,06330,106,D
06331,06332,118,D
06333,06337,106,D
06339,06340,106,D
06349,06350,106,D
06351,06351,118,D
06353,06353,106,D
06354,06354,118,D
06355,06355,106,D
06357,06360,106,D
06365,06365,106,D
06370,06372,106,D
06373,06374,118,D
06375,06376,106,D
06377,06377,118,D
06378,06380,106,D
06382,06383,106,D
06384,06384,118,D
06385,06385,106,D
06387,06387,118,D
06388,06389,106,D
06401,06401,105,D
06403,06403,107,D
06404,06404,176,D
06405,06405,105,D
06409,06410,105,D
06412,06413,105,D
06414,06415,106,D
06416,06419,105,D
06420,06420,106,D
06422,06423,105,D
06424,06424,106,D
06426,06426,105,D
06430,06430,105,D
06432,06432,105,D
06436,06438,105,D
06439,06439,106,D
06440,06440,176,D
06441,06441,105,I
06442,06443,105,D
06444,06444,107,D
06447,06447,106,D
06450,06451,105,D
06455,06455,105,D
06456,06456,106,D
06457,06457,105,D
06460,06460,105,D
06467,06467,107,D
06468,06468,176,D
06469,06469,106,D
06470,06470,176,D
06471,06473,105,D
06474,06474,106,D
06475,06475,105,D
06477,06478,105,D
06479,06479,107,D
06480,06481,105,D
06482,06482,176,D
06483,06484,105,D
06487,06488,176,D
06489,06489,107,D
06490,06490,105,D
06491,06491,176,D
06492,06492,105,D
06497,06498,105,D
06501,06599,105,D
06601,06699,105,D
06701,06715,107,D
06716,06716,105,D
06717,06751,107,D
06752,06752,176,D
06753,06759,107,D
06762,06762,105,D
06763,06763,107,D
06770,06770,105,D
06776,06777,176,D
06778,06779,107,D
06781,06782,107,D
06783,06784,176,D
06785,06787,107,D
06790,06791,107,D
06793,06796,107,D
06798,06798,107,D
06801,06801,176,D
06804,06805,176,D
06807,06807,114,D
06810,06813,176,D
06817,06817,176,D
06820,06820,114,D
06829,06829,176,D
06830,06831,114,D
06836,06836,114,D
06840,06840,114,D
06850,06857,114,D
06870,06870,114,D
06875,06877,176,D
06878,06878,114,D
06880,06880,105,D
06881,06881,114,D
06883,06883,114,D
06886,06886,114,D
06896,06896,176,D
06897,06897,114,D
06901,06999,114,D
07001,07003,111,D
07004,07004,190,D
07005,07005,120,D
07006,07007,190,D
07008,07008,111,D
07009,07015,190,D
07016,07019,111,D
07020,07020,190,D
07021,07021,111,D
07022,07022,190,D
07023,07023,129,D
07024,07024,190,D
07026,07026,190,D
07027,07027,129,D
07028,07028,190,D
07029,07033,111,D
07034,07035,190,D
07036,07036,111,D
07039,07041,111,D
07042,07045,190,D
07046,07046,120,D
07047,07047,190,D
07050,07052,111,D
07054,07054,120,D
07055,07055,190,D
07057,07058,190,D
07059,07063,129,D
07064,07068,111,D
07069,07069,129,D
07070,07075,190,D
07076,07076,129,D
07077,07079,111,D
07080,07081,129,D
07082,07082,190,D
07083,07083,111,D
07087,07088,111,D
07090,07090,129,D
07092,07092,129,D
07093,07094,190,D
07095,07095,111,D
07096,07096,190,D
07097,07097,111,D
07099,07099,111,D
07101,07114,111,D
07120,07199,111,D
07201,07299,111,D
07301,07399,111,D
07401,07401,190,D
07403,07403,190,D
07405,07405,190,D
07407,07407,190,D
07410,07410,190,D
07416,07416,120,D
07417,07417,190,D
07418,07422,120,D
07423,07424,190,D
07428,07428,120,D
07430,07430,190,D
07432,07432,190,D
07434,07435,120,D
07436,07436,190,D
07438,07439,120,D
07440,07440,190,D
07442,07442,190,D
07444,07444,190,D
07446,07446,190,D
07450,07452,190,D
07456,07456,120,D
07457,07458,190,D
07460,07462,120,D
07463,07463,190,D
07465,07465,190,D
07470,07470,190,D
07474,07474,190,D
07480,07480,120,D
07481,07481,190,D
07495,07495,190,D
07501,07599,190,D
07601,07608,190,D
07620,07621,190,D
07624,07624,190,D
07626,07628,190,D
07630,07632,190,D
07640,07650,190,D
07652,07653,190,D
07656,07657,190,D
07660,07663,190,D
07666,07666,190,D
07670,07670,190,D
07675,07675,190,D
07701,07704,115,D
07710,07712,115,D
07716,07724,115,D
07726,07726,112,D
07727,07728,115,D
07730,07735,115,D
07737,07740,115,D
07746,07748,115,D
07750,07758,115,D
07760,07760,115,D
07762,07765,115,D
07799,07799,115,D
07801,07801,129,D
07802,07803,120,D
07806,07806,120,D
07820,07823,120,D
07825,07826,120,D
07827,07827,123,I
07828,07830,120,D
07831,07831,148,D
07832,07834,120,D
07836,07840,120,D
07842,07852,120,D
07853,07853,129,D
07855,07857,120,D
07860,07860,120,D
07863,07863,120,D
07865,07866,120,D
07869,07871,120,D
07874,07881,120,D
07882,07882,148,D
07885,07885,120,D
07901,07902,129,D
07920,07922,129,D
07924,07924,129,D
07926,07926,129,D
07927,07927,111,D
07928,07928,129,D
07930,07931,129,D
07932,07932,111,D
07933,07935,129,D
07936,07936,111,D
07938,07939,129,D
07940,07940,111,D
07945,07946,129,D
07950,07950,120,D
07960,07963,111,D
07970,07970,120,D
07974,07974,129,D
07976,07980,129,D
07981,07981,111,D
08001,08004,128,D
08005,08006,115,D
08007,08007,128,D
08008,08008,115,D
08009,08009,128,D
08010,08011,141,D
08012,08014,128,D
08015,08015,141,D
08016,08016,112,D
08018,08018,128,D
08019,08019,141,D
08020,08021,128,D
08022,08022,112,D
08023,08023,128,D
08025,08035,128,D
08036,08036,141,D
08037,08037,128,D
08038,08038,165,D
08039,08039,128,D
08041,08042,112,D
08043,08043,128,D
08045,08045,128,D
08046,08046,141,D
08048,08048,141,D
08049,08049,128,D
08050,08050,115,D
08051,08056,128,D
08057,08057,141,D
08058,08059,128,D
08060,08060,141,D
08061,08063,128,D
08064,08065,141,D
08066,08067,128,D
08068,08068,141,D
08069,08071,128,D
08072,08072,165,D
08073,08073,141,D
08074,08074,128,D
08075,08075,141,D
08077,08077,141,D
08078,08081,128,D
08083,08086,128,D
08087,08087,115,D
08088,08088,141,D
08089,08091,128,D
08092,08092,115,D
08093,08098,128,D
08101,08101,112,D
08102,08199,128,D
08201,08205,165,D
08210,08210,165,D
08212,08215,165,D
08217,08221,165,D
08223,08223,165,D
08224,08224,115,D
08225,08226,165,D
08230,08232,165,D
08234,08234,165,D
08240,08248,165,D
08250,08252,165,D
08260,08260,165,D
08270,08270,165,D
08302,08302,165,D
08310,08311,165,D
08312,08312,128,D
08313,08317,165,D
08318,08318,128,D
08319,08321,165,D
08322,08322,128,D
08323,08324,165,D
08326,08330,165,D
08332,08332,165,D
08340,08342,165,D
08343,08343,128,D
08344,08350,165,D
08352,08353,165,D
08360,08362,165,D
08401,08499,165,D
08501,08501,112,D
08502,08502,129,D
08504,08504,129,D
08505,08505,112,D
08510,08512,112,D
08514,08515,112,D
08518,08518,112,D
08520,08520,112,D
08525,08528,112,D
08530,08530,112,D
08533,08536,112,D
08540,08544,112,D
08550,08550,112,D
08551,08551,148,D
08552,08552,115,D
08553,08553,129,D
08554,08555,112,D
08556,08557,143,D
08558,08558,129,D
08559,08559,143,D
08560,08562,112,D
08601,08699,112,D
08701,08701,115,D
08720,08724,115,D
08730,08736,115,D
08738,08742,115,D
08750,08755,115,D
08757,08759,115,D
08801,08804,148,D
08805,08805,129,D
08807,08807,129,D
08808,08809,148,D
08810,08810,121,D
08812,08812,129,D
08816,08820,121,D
08821,08821,129,D
08822,08822,148,D
08823,08824,121,D
08825,08827,148,D
08828,08828,121,D
08829,08829,148,D
08830,08830,111,D
08831,08831,112,D
08832,08832,111,D
08833,08834,148,D
08835,08836,129,D
08837,08837,121,D
08840,08840,121,D
08844,08844,129,D
08846,08846,129,D
08848,08848,148,D
08849,08849,129,D
08850,08852,121,D
08853,08855,129,D
08857,08857,121,D
08858,08858,129,D
08859,08859,121,D
08861,08863,111,D
08865,08865,148,D
08867,08868,148,D
08869,08870,129,D
08871,08873,121,D
08875,08875,121,D
08876,08876,129,D
08879,08879,121,D
08880,08880,129,D
08882,08882,121,D
08884,08884,121,D
08885,08886,148,D
08887,08890,129,D
08901,08999,121,D
10001,10001,111,D
10002,10099,187,D
10101,10199,187,D
10201,10299,187,D
10301,10399,111,D
10401,10499,187,D
10501,10501,123,D
10502,10504,114,D
10505,10505,123,D
10506,10507,114,D
10509,10509,176,D
10510,10511,123,D
10512,10512,176,D
10514,10514,114,D
10516,10517,123,D
10518,10518,114,D
10519,10521,123,D
10522,10523,114,D
10524,10524,123,D
10526,10526,114,D
10527,10527,123,D
10528,10528,114,D
10530,10530,114,D
10532,10533,114,D
10535,10535,176,D
10536,10536,114,D
10537,10537,123,D
10538,10538,114,D
10540,10540,114,D
10541,10542,176,D
10543,10543,114,D
10545,10548,123,D
10549,10559,114,D
10560,10560,176,D
10562,10562,123,D
10566,10566,114,D
10567,10567,123,D
10570,10570,114,D
10573,10573,114,D
10576,10578,114,D
10579,10579,123,D
10580,10580,114,D
10583,10583,114,D
10587,10588,123,D
10589,10589,114,D
10590,10590,176,D
10591,10591,114,D
10594,10595,114,D
10596,10596,123,D
10597,10597,114,D
10598,10598,123,D
10601,10699,114,D
10701,10799,114,D
10801,10899,114,D
10901,10901,190,D
10910,10912,123,D
10913,10913,190,D
10914,10919,123,D
10920,10920,190,D
10921,10928,123,D
10930,10931,123,D
10932,10932,123,I
10933,10933,123,D
10940,10941,123,D
10950,10950,123,D
10952,10952,190,D
10953,10953,123,D
10954,10954,190,D
10956,10956,190,D
10958,10959,123,D
10960,10960,190,D
10962,10962,190,D
10963,10963,123,I
10964,10965,190,D
10968,10968,190,D
10969,10970,123,D
10973,10975,123,D
10976,10977,190,D
10979,10981,123,D
10982,10983,190,D
10984,10988,123,D
10989,10989,190,D
10990,10990,123,D
10992,10993,123,D
10994,10994,190,D
10996,10996,123,D
10998,10998,123,D
11001,11005,187,D
11010,11010,193,D
11020,11027,187,D
11030,11030,193,D
11040,11040,193,D
11042,11042,193,D
11050,11050,193,D
11096,11096,187,D
11101,11199,187,D
11201,11299,187,D
11301,11390,187,D
11401,11499,187,D
11501,11501,193,D
11507,11507,193,D
11509,11510,193,D
11514,11514,193,D
11516,11516,187,D
11518,11518,193,D
11520,11520,193,D
11530,11530,193,D
11542,11542,193,D
11545,11545,193,D
11547,11548,193,D
11550,11554,193,D
11557,11558,193,D
11559,11559,187,D
11560,11561,193,D
11563,11563,193,D
11565,11566,193,D
11568,11572,193,D
11575,11577,193,D
11579,11579,193,D
11580,11583,187,D
11590,11590,193,D
11596,11596,193,D
11598,11598,187,D
11601,11699,187,D
11701,11707,116,D
11709,11710,193,D
11713,11713,116,D
11714,11714,193,D
11715,11722,116,D
11724,11727,116,D
11729,11731,116,D
11732,11732,193,D
11733,11735,116,D
11738,11743,116,D
11746,11747,116,D
11749,11749,116,D
11751,11752,116,D
11753,11753,193,D
11754,11755,116,D
11756,11756,193,D
11757,11757,116,D
11758,11758,193,D
11762,11762,193,D
11763,11764,116,D
11765,11765,193,D
11766,11770,116,D
11771,11771,193,D
11772,11772,116,D
11776,11780,116,D
11782,11782,116,D
11783,11783,193,D
11784,11784,116,D
11786,11790,116,D
11791,11791,193,D
11792,11792,116,D
11793,11793,193,D
11795,11796,116,D
11797,11797,193,D
11798,11798,116,D
11801,11803,193,D
11804,11804,116,D
11805,11899,193,D
11901,11901,116,D
11930,11932,116,I
11933,11934,116,D
11935,11935,116,I
11937,11937,116,I
11939,11939,116,I
11940,11941,116,D
11942,11942,116,I
11944,11944,116,I
11946,11948,116,I
11949,11951,116,D
11952,11952,116,I
11953,11953,116,D
11954,11954,116,I
11955,11955,116,D
11956,11960,116,I
11961,11961,116,D
11962,11965,116,I
11967,11967,116,D
11968,11971,116,I
11972,11973,116,D
11975,11978,116,I
11980,11980,116,D
12007,12010,104,D
12015,12015,104,D
12016,12017,104,I
12018,12020,104,D
12022,12028,104,D
12029,12029,104,I
12031,12032,104,I
12033,12033,104,D
12035,12035,104,I
12036,12036,199,D
12037,12037,104,D
12040,12041,104,D
12042,12042,104,I
12043,12043,104,D
12045,12047,104,D
12050,12050,104,I
12051,12052,104,D
12053,12053,104,I
12054,12057,104,D
12058,12059,104,I
12060,12063,104,D
12064,12064,104,I
12065,12065,104,D
12066,12066,104,I
12067,12072,104,D
12073,12076,104,I
12077,12078,104,D
12082,12087,104,D
12089,12090,104,D
12092,12092,104,D
12093,12093,199,I
12094,12095,104,D
12099,12099,104,I
12106,12107,104,D
12108,12108,231,I
12110,12110,104,D
12113,12113,104,I
12114,12115,104,D
12116,12116,199,I
12117,12118,104,D
12120,12121,104,D
12122,12122,104,I
12123,12128,104,D
12130,12130,104,D
12131,12131,104,I
12132,12133,104,D
12134,12134,104,I
12135,12138,104,D
12139,12139,231,I
12140,12141,104,D
12143,12144,104,D
12147,12148,104,D
12149,12149,104,I
12150,12151,104,D
12153,12154,104,D
12155,12155,199,D
12156,12156,104,D
12157,12157,104,I
12158,12159,104,D
12160,12160,104,I
12161,12162,104,D
12164,12164,231,I
12165,12166,104,I
12167,12167,199,D
12168,12168,104,D
12170,12170,104,D
12171,12172,104,I
12173,12174,104,D
12175,12175,199,I
12176,12177,104,D
12179,12186,104,D
12187,12187,104,I
12188,12189,104,D
12190,12190,104,I
12192,12192,104,I
12193,12193,104,D
12194,12194,199,I
12195,12196,104,D
12197,12197,104,I
12198,12198,104,D
12201,12299,104,D
12301,12399,104,D
12401,12402,123,D
12404,12404,123,I
12405,12405,104,I
12406,12406,123,I
12407,12407,104,I
12409,12412,123,I
12413,12413,104,I
12414,12414,123,D
12415,12415,104,I
12416,12416,123,I
12417,12417,123,D
12418,12418,104,I
12419,12419,123,I
12420,12420,123,D
12421,12421,199,I
12422,12424,104,I
12426,12426,123,I
12427,12427,104,I
12428,12428,123,D
12429,12429,123,I
12430,12431,104,I
12432,12433,123,I
12434,12434,199,D
12435,12435,123,I
12436,12436,104,I
12437,12437,123,I
12438,12438,199,I
12439,12439,104,I
12440,12441,123,I
12442,12442,104,I
12443,12443,123,I
12444,12444,104,I
12445,12445,199,I
12446,12446,123,I
12448,12448,123,I
12449,12449,123,D
12450,12452,104,I
12453,12453,123,I
12454,12455,104,I
12456,12456,123,D
12457,12458,123,I
12459,12459,199,I
12460,12460,104,D
12461,12462,123,I
12463,12463,104,I
12464,12466,123,I
12468,12470,104,I
12471,12472,123,I
12473,12473,104,I
12474,12474,199,D
12475,12475,123,I
12477,12477,123,D
12480,12480,123,I
12481,12481,123,D
12482,12482,104,I
12483,12483,123,D
12484,12484,123,I
12485,12485,104,I
12486,12487,123,I
12489,12490,123,I
12491,12491,123,D
12492,12492,104,I
12493,12495,123,I
12496,12496,104,I
12498,12498,123,D
12501,12501,123,I
12502,12503,104,I
12504,12504,123,I
12506,12507,123,I
12508,12508,123,D
12510,12512,123,D
12513,12513,104,I
12514,12514,123,I
12515,12515,123,D
12516,12517,104,I
12518,12518,123,D
12520,12520,123,D
12521,12521,104,I
12522,12522,176,D
12523,12523,104,I
12524,12525,123,D
12526,12526,104,I
12527,12529,123,D
12530,12530,104,I
12531,12531,123,D
12532,12532,123,I
12533,12533,123,D
12534,12534,104,D
12537,12537,123,D
12538,12538,123,I
12540,12540,123,D
12541,12541,104,I
12542,12543,123,D
12544,12544,104,I
12545,12545,123,I
12546,12551,123,D
12553,12553,123,D
12561,12561,123,D
12563,12563,123,D
12564,12564,176,D
12565,12565,104,I
12566,12566,123,D
12567,12567,104,I
12568,12570,123,D
12571,12572,123,I
12574,12574,123,I
12575,12575,123,D
12577,12577,123,D
12578,12578,123,I
12580,12581,123,I
12582,12582,123,D
12583,12583,104,I
12584,12584,123,D
12585,12585,123,I
12586,12586,123,D
12588,12590,123,D
12592,12592,176,D
12593,12593,104,I
12594,12594,123,D
12601,12699,123,D
12701,12701,123,I
12719,12720,123,I
12721,12721,123,D
12722,12727,123,I
12728,12728,199,I
12729,12729,123,I
12732,12743,123,I
12745,12745,123,I
12746,12746,120,D
12747,12754,123,I
12758,12760,123,I
12762,12770,123,I
12771,12771,120,D
12775,12788,123,I
12789,12790,123,D
12791,12792,123,I
12801,12801,104,D
12803,12804,104,D
12808,12808,104,I
12809,12809,104,D
12810,12811,104,I
12812,12812,231,I
12814,12815,104,I
12816,12816,104,D
12817,12817,104,I
12819,12820,104,I
12821,12822,104,D
12823,12824,104,I
12827,12828,104,D
12831,12835,104,D
12836,12837,104,I
12838,12839,104,D
12841,12841,104,I
12842,12842,231,I
12843,12844,104,I
12845,12845,104,D
12846,12850,104,I
12851,12852,104,D
12853,12854,104,I
12855,12855,231,I
12856,12856,104,I
12857,12857,237,I
12858,12858,104,D
12859,12862,104,I
12863,12863,104,D
12864,12864,231,I
12865,12866,104,D
12870,12870,231,I
12871,12871,104,D
12872,12872,231,I
12873,12873,104,D
12874,12874,104,I
12877,12877,231,I
12878,12878,104,I
12879,12879,231,I
12883,12883,104,I
12884,12884,104,D
12885,12886,104,I
12887,12887,104,D
12901,12901,237,D
12903,12903,237,D
12910,12911,237,D
12912,12913,237,I
12914,12914,231,I
12915,12915,237,D
12916,12916,231,I
12917,12917,104,I
12918,12919,237,D
12920,12920,237,I
12921,12921,237,D
12922,12922,231,I
12923,12923,104,D
12924,12924,237,D
12926,12928,231,I
12929,12929,237,D
12930,12930,231,I
12932,12932,231,I
12933,12935,237,D
12936,12938,231,I
12939,12939,237,D
12940,12943,231,I
12944,12944,237,D
12945,12945,231,I
12946,12946,231,D
12949,12950,231,I
12952,12953,231,I
12955,12955,237,D
12956,12957,231,I
12958,12959,237,D
12960,12961,231,I
12962,12962,237,D
