Zip Range Start,Zip Range End,Svc Terminal,Direct/Indirect
74824,74827,531,D
74829,74834,531,D
74837,74840,531,D
74842,74845,531,D
74848,74852,531,D
74854,74857,531,D
74859,74860,531,D
74864,74869,531,D
74871,74873,531,D
74875,74875,531,D
74878,74878,531,D
74880,74881,531,D
74883,74884,531,D
74901,74902,581,D
74930,74932,531,D
74935,74937,531,D
74939,74945,531,D
74946,74946,581,D
74947,74947,531,D
74948,74948,581,D
74949,74949,531,D
74951,74951,531,D
74953,74953,531,D
74954,74955,581,D
74956,74957,531,D
74959,74960,531,D
74962,74964,531,D
74965,74965,581,D
74966,74966,531,D
75001,75002,526,D
75006,75008,511,D
75009,75009,511,I
75010,75011,511,D
75012,75013,526,D
75014,75017,511,D
75019,75019,511,D
75020,75021,515,D
75022,75022,511,D
75023,75026,526,D
75028,75028,511,D
75030,75030,526,D
75032,75032,526,D
75034,75035,526,D
75038,75039,511,D
75040,75046,526,D
75048,75049,526,D
75050,75054,511,D
75056,75057,511,D
75058,75059,511,I
75060,75063,511,D
75065,75065,511,D
75067,75068,511,D
75069,75070,526,D
75074,75075,526,D
75076,75076,511,I
75077,75077,511,D
75078,75078,511,I
75080,75089,526,D
75090,75092,515,D
75093,75094,526,D
75097,75097,511,I
75098,75098,526,D
75101,75102,511,I
75103,75103,518,D
75104,75104,511,D
75105,75105,511,I
75106,75106,511,D
75110,75110,511,D
75114,75114,526,D
75115,75116,511,D
75117,75118,511,I
75119,75120,511,D
75121,75121,511,I
75123,75123,511,D
75124,75124,511,I
75125,75125,511,D
75126,75126,526,D
75127,75127,511,I
75132,75132,511,I
75134,75134,511,D
75135,75135,511,I
75137,75138,511,D
75140,75140,518,D
75141,75141,511,D
75142,75142,526,D
75143,75144,511,I
75146,75146,511,D
75147,75148,511,I
75149,75150,526,D
75151,75152,511,D
75153,75153,511,I
75154,75154,511,D
75155,75156,511,I
75158,75158,511,I
75159,75161,526,D
75163,75164,511,I
75165,75165,511,D
75166,75166,511,I
75167,75168,511,D
75169,75169,511,I
75172,75172,511,D
75173,75173,511,I
75180,75182,526,D
75185,75185,526,D
75187,75187,526,D
75189,75189,526,D
75201,75202,526,D
75203,75203,511,D
75204,75206,526,D
75207,75208,511,D
75209,75210,526,D
75211,75213,511,D
75214,75215,526,D
75216,75216,511,D
75217,75219,526,D
75220,75222,511,D
75223,75223,526,D
75224,75224,511,D
75225,75228,526,D
75229,75229,511,D
75230,75231,526,D
75232,75237,511,D
75238,75240,526,D
75241,75242,511,D
75243,75244,526,D
75245,75245,511,D
75246,75246,526,D
75247,75247,511,D
75248,75248,526,D
75249,75250,511,D
75251,75254,526,D
75255,75274,511,D
75275,75275,526,D
75276,75286,511,D
75287,75287,526,D
75288,75299,511,D
75301,75301,511,D
75313,75313,511,D
75315,75315,511,D
75342,75342,511,D
75354,75356,511,D
75373,75374,511,D
75376,75376,511,D
75379,75381,511,D
75390,75390,511,D
75394,75394,511,D
75398,75398,511,D
75401,75404,526,D
75407,75407,511,I
75409,75413,511,I
75414,75414,515,D
75415,75417,511,I
75418,75418,515,D
75420,75421,511,I
75422,75422,526,D
75423,75424,511,I
75426,75426,511,I
75428,75429,526,D
75431,75433,511,I
75435,75438,511,I
75439,75439,515,D
75440,75440,511,I
75442,75444,511,I
75446,75447,511,I
75449,75449,511,I
75451,75454,511,I
75455,75456,518,D
75457,75458,511,I
75459,75462,515,D
75468,75478,511,I
75479,75479,515,D
75480,75480,511,I
75482,75483,526,D
75485,75488,511,I
75489,75491,515,D
75492,75494,511,I
75495,75495,515,D
75496,75496,526,D
75497,75497,511,I
75501,75501,589,D
75503,75507,589,D
75550,75551,511,I
75554,75556,511,I
75558,75560,511,I
75561,75561,589,D
75562,75563,511,I
75564,75564,518,D
75565,75568,511,I
75569,75570,589,D
75571,75574,511,I
75601,75608,518,D
75615,75615,518,D
75630,75630,511,I
75631,75631,518,D
75633,75633,511,I
75636,75636,511,I
75638,75643,511,I
75644,75644,518,D
75647,75647,518,D
75650,75650,518,D
75651,75651,511,I
75652,75654,518,D
75656,75657,511,I
75659,75659,511,I
75660,75663,518,D
75667,75667,511,I
75668,75668,518,D
75669,75669,511,I
75670,75672,518,D
75680,75680,518,D
75681,75684,511,I
75686,75688,518,D
75689,75689,511,I
75691,75691,518,D
75692,75692,510,D
75693,75694,518,D
75701,75713,518,D
75750,75750,511,I
75751,75751,518,D
75754,75760,511,I
75762,75762,518,D
75763,75765,511,I
75766,75766,518,D
75770,75770,511,I
75771,75771,518,D
75772,75772,511,I
75773,75773,518,D
75778,75779,511,I
75780,75780,518,D
75782,75785,511,I
75788,75788,519,D
75789,75789,518,D
75790,75790,511,I
75791,75791,518,D
75792,75792,511,I
75801,75802,518,D
75831,75832,511,I
75833,75833,521,I
75835,75835,511,I
75838,75840,511,I
75844,75844,511,I
75845,75845,521,I
75846,75849,511,I
75850,75850,521,I
75851,75853,511,I
75855,75855,521,I
75858,75858,521,I
75859,75862,511,I
75865,75865,521,I
75880,75880,511,I
75882,75882,518,D
75884,75884,511,I
75886,75886,511,I
75901,75904,519,D
75915,75915,519,D
75925,75926,511,I
75928,75932,511,I
75933,75933,521,I
75934,75934,511,I
75935,75935,519,D
75936,75938,511,I
75939,75939,521,I
75941,75941,519,D
75942,75944,511,I
75946,75946,511,I
75948,75948,521,I
75949,75949,511,I
75951,75951,511,I
75954,75954,511,I
75956,75956,521,I
75959,75959,511,I
75960,75960,521,I
75961,75961,519,D
75963,75965,519,D
75966,75966,511,I
75968,75969,511,I
75972,75977,511,I
75978,75978,519,D
75979,75980,511,I
76001,76002,511,D
76004,76007,511,D
76008,76009,514,D
76010,76019,511,D
76020,76020,514,D
76021,76022,511,D
76023,76023,514,D
76026,76026,511,I
76028,76028,514,D
76031,76031,514,D
76033,76036,514,D
76039,76040,511,D
76041,76041,511,I
76043,76043,511,I
76044,76044,514,D
76048,76049,511,I
76050,76050,514,D
76051,76051,511,D
76052,76052,514,D
76053,76054,511,D
76055,76055,514,D
76058,76061,514,D
76063,76063,514,D
76064,76064,511,I
76065,76065,511,D
76066,76066,511,I
76067,76068,514,D
76070,76070,511,I
76071,76071,514,D
76073,76073,511,I
76077,76077,511,I
76078,76078,514,D
76082,76082,511,I
76084,76084,511,I
76086,76088,514,D
76092,76092,511,D
76093,76093,511,I
76094,76096,511,D
76097,76098,514,D
76099,76099,511,D
76101,76154,514,D
76155,76155,511,D
76156,76199,514,D
76201,76204,514,D
76205,76205,511,D
76206,76208,514,D
76210,76210,514,D
76225,76225,523,D
76226,76227,511,I
76228,76228,523,D
76230,76230,523,D
76233,76233,511,I
76234,76234,514,D
76238,76239,511,I
76240,76241,515,D
76244,76244,514,D
76245,76245,511,I
76247,76247,511,I
76248,76248,514,D
76249,76251,511,I
76252,76252,515,D
76253,76253,511,I
76255,76255,523,D
76258,76258,511,I
76259,76259,514,D
76261,76261,523,D
76262,76262,514,D
76264,76265,511,I
76266,76266,514,D
76267,76267,511,D
76268,76268,511,I
76270,76272,511,I
76273,76273,515,D
76301,76311,523,D
76350,76350,511,I
76351,76352,523,D
76354,76354,523,D
76357,76357,523,D
76359,76359,511,I
76360,76360,523,D
76363,76363,511,I
76364,76370,523,D
76371,76371,511,I
76372,76372,523,I
76373,76374,523,D
76377,76377,523,D
76378,76379,511,I
76380,76380,523,D
76383,76383,511,I
76384,76385,523,D
76389,76389,523,D
76401,76401,514,D
76424,76424,852,D
76426,76427,511,I
76430,76433,511,I
76435,76436,511,I
76437,76437,852,D
76442,76444,511,I
76446,76446,511,I
76448,76448,852,D
76449,76449,511,I
76450,76450,523,D
76453,76455,511,I
76457,76460,511,I
76461,76461,514,D
76462,76466,511,I
76468,76472,511,I
76474,76476,511,I
76483,76487,511,I
76491,76491,511,I
76501,76508,517,D
76511,76511,512,I
76513,76513,517,D
76517,76519,511,I
76520,76520,517,D
76522,76525,511,I
76527,76527,512,I
76528,76528,511,I
76530,76530,512,I
76531,76531,511,I
76533,76533,517,D
76534,76534,511,I
76537,76537,512,I
76538,76539,511,I
76540,76546,517,D
76548,76548,517,D
76550,76550,511,I
76554,76554,517,D
76555,76558,511,I
76559,76559,517,D
76561,76561,511,I
76564,76564,517,D
76565,76565,511,I
76567,76567,517,D
76569,76569,517,D
76570,76570,511,I
76571,76571,517,D
76574,76574,522,D
76577,76578,512,I
76579,76579,517,D
76621,76622,513,D
76623,76623,511,I
76624,76624,513,D
76626,76629,511,I
76630,76630,517,D
76631,76632,511,I
76633,76633,513,D
76634,76639,511,I
76640,76640,513,D
76641,76642,511,I
76643,76643,513,D
76645,76645,514,D
76648,76648,511,I
76649,76649,521,I
76650,76653,511,I
76655,76655,513,D
76656,76656,511,I
76657,76657,513,D
76660,76660,511,I
76661,76661,513,D
76664,76665,511,I
76667,76667,511,I
76670,76671,511,I
76673,76673,511,I
76675,76675,513,D
76676,76681,511,I
76682,76682,513,D
76684,76684,513,D
76686,76687,511,I
76689,76690,511,I
76691,76691,513,D
76692,76693,511,I
76701,76799,513,D
76801,76804,852,D
76821,76821,852,D
76823,76823,852,D
76824,76825,511,I
76827,76828,511,I
76831,76831,511,I
76832,76832,521,I
76834,76834,852,D
76837,76837,511,I
76842,76842,511,I
76844,76844,511,I
76848,76848,511,I
76849,76849,512,I
76852,76853,511,I
76854,76854,512,I
76856,76856,521,I
76857,76858,511,I
76859,76859,521,I
76861,76861,511,I
76864,76864,511,I
76866,76866,511,I
76870,76871,511,I
76874,76874,512,I
76875,76875,511,I
76877,76878,511,I
76880,76880,511,I
76882,76882,511,I
76883,76883,512,I
76884,76884,511,I
76886,76888,511,I
76890,76890,511,I
76901,76906,852,D
76908,76909,852,D
76930,76930,511,I
76932,76932,521,I
76933,76934,511,I
76935,76936,521,I
76937,76937,511,I
76939,76939,511,I
76941,76941,521,I
76943,76943,511,I
76945,76945,511,I
76949,76951,511,I
76954,76955,521,I
76957,76957,521,I
76958,76958,511,I
77001,77030,521,D
77031,77031,506,D
77032,77034,521,D
77035,77036,506,D
77037,77041,521,D
77042,77042,506,D
77043,77052,521,D
77053,77053,506,D
77054,77056,521,D
77057,77057,511,D
77058,77062,521,D
77063,77063,506,D
77064,77070,521,D
77071,77072,506,D
77073,77073,521,D
77074,77074,506,D
77075,77076,521,D
77077,77077,506,D
77078,77081,521,D
77082,77083,506,D
77084,77084,521,D
77085,77085,506,D
77086,77093,521,D
77094,77094,506,D
77095,77095,521,D
77096,77096,506,D
77098,77098,521,D
77099,77099,506,D
77101,77130,521,D
77131,77131,506,D
77132,77134,521,D
77135,77136,506,D
77137,77162,521,D
77163,77163,506,D
77164,77170,521,D
77171,77172,506,D
77173,77173,521,D
77174,77174,506,D
77175,77176,521,D
77177,77177,506,D
77178,77181,521,D
77182,77183,506,D
77184,77184,521,D
77185,77185,506,D
77186,77195,521,D
77196,77196,506,D
77197,77198,521,D
77199,77199,506,D
77201,77230,521,D
77231,77231,506,D
77232,77234,521,D
77235,77236,506,D
77237,77262,521,D
77263,77263,506,D
77264,77270,521,D
77271,77272,506,D
77273,77273,521,D
77274,77274,506,D
77275,77276,521,D
77277,77277,506,D
77278,77281,521,D
77282,77283,506,D
77284,77284,521,D
77285,77285,506,D
77286,77295,521,D
77296,77296,506,D
77297,77298,521,D
77299,77299,506,D
77301,77306,521,D
77316,77316,521,I
77320,77320,502,D
77325,77325,521,D
77327,77328,521,D
77331,77331,521,I
77333,77333,511,I
77334,77334,521,I
77335,77339,521,D
77340,77341,502,D
77342,77342,504,D
77343,77343,502,D
77345,77347,521,D
77350,77350,521,I
77351,77351,521,D
77354,77356,521,I
77357,77357,521,D
77358,77360,521,I
77362,77362,521,I
77363,77363,502,D
77364,77364,521,I
77365,77365,521,D
77367,77367,511,I
77368,77369,521,D
77371,77371,521,I
77372,77373,521,D
77375,77375,521,D
77376,77376,521,I
77377,77391,521,D
77396,77396,521,D
77401,77402,521,D
77404,77404,521,I
77410,77410,521,D
77411,77411,506,D
77412,77412,521,I
77413,77413,506,D
77414,77415,521,I
77417,77417,506,D
77418,77420,521,I
77422,77422,521,I
77423,77423,506,D
77424,77424,521,I
77426,77426,502,D
77428,77428,521,I
77429,77429,521,D
77430,77432,521,I
77433,77433,521,D
77434,77434,521,I
77435,77435,506,D
77436,77437,521,I
77440,77440,521,I
77441,77441,506,D
77442,77444,521,I
77445,77445,502,D
77446,77448,521,I
77449,77450,506,D
77451,77453,521,I
77455,77458,521,I
77459,77459,506,D
77460,77465,521,I
77466,77466,506,D
77467,77468,521,I
77469,77469,506,D
77470,77470,521,I
77471,77471,506,D
77473,77474,506,D
77475,77476,521,I
77477,77479,506,D
77480,77480,521,I
77481,77481,506,D
77482,77486,521,I
77488,77488,521,I
77489,77489,506,D
77491,77494,506,D
77501,77508,521,D
77510,77512,521,D
77514,77516,521,I
77517,77518,521,D
77519,77519,521,I
77520,77522,521,D
77530,77532,521,D
77533,77534,521,I
77535,77536,521,D
77538,77538,521,I
77539,77539,521,D
77541,77542,521,D
77545,77545,506,D
77546,77547,521,D
77550,77554,521,D
77560,77561,521,I
77562,77565,521,D
77566,77566,521,I
77568,77568,521,D
77571,77574,521,D
77575,77575,521,I
77577,77577,521,I
77578,77578,506,D
77579,77579,521,I
77580,77581,521,D
77582,77582,521,I
77583,77583,506,D
77584,77584,521,D
77585,77585,521,I
77586,77588,521,D
77590,77592,521,D
77597,77597,521,I
77598,77598,521,D
77611,77611,504,D
77612,77612,521,I
77613,77613,504,D
77614,77614,521,I
77615,77615,504,D
77616,77617,521,I
77619,77619,504,D
77622,77622,504,D
77623,77624,521,I
77625,77627,504,D
77629,77629,521,I
77630,77632,504,D
77639,77643,504,D
77650,77650,521,I
77651,77651,504,D
77655,77655,521,I
77656,77657,504,D
77659,77661,521,I
77662,77662,504,D
77663,77665,521,I
77701,77799,504,D
77801,77808,502,D
77830,77830,502,D
77831,77831,511,I
77833,77834,502,D
77835,77835,521,I
77836,77836,502,D
77837,77838,511,I
77840,77845,502,D
77853,77854,511,I
77855,77855,521,I
77856,77856,511,I
77859,77859,502,D
77861,77861,521,I
77862,77862,511,I
77863,77863,521,I
77864,77866,511,I
77867,77868,502,D
77870,77872,511,I
77873,77873,521,I
77875,77876,511,I
77878,77878,511,I
77879,77880,521,I
77881,77882,511,I
77901,77905,550,D
77950,77950,521,I
77951,77951,550,D
77954,77954,550,D
77957,77957,550,D
77960,77962,521,I
77963,77963,512,D
77964,77964,550,D
77967,77967,550,D
77968,77968,521,I
77969,77970,512,D
77971,77971,550,D
77972,77973,521,I
77974,77975,550,D
77976,77976,521,I
77977,77977,512,D
77978,77979,550,D
77982,77982,521,I
77983,77984,550,D
77987,77987,550,D
77988,77989,512,D
77990,77990,521,I
77991,77991,512,D
77993,77993,512,I
77994,77995,550,D
78001,78002,521,I
78003,78004,512,I
78005,78005,521,I
78006,78006,512,D
78008,78009,512,D
78010,78010,512,I
78011,78011,521,I
78012,78012,512,D
78013,78013,512,I
78014,78014,512,D
78015,78015,521,I
78016,78017,512,D
78019,78019,521,I
78020,78020,512,D
78022,78023,512,D
78024,78025,512,I
78026,78026,512,D
78027,78028,512,I
78039,78039,512,D
78040,78046,557,D
78050,78050,521,I
78052,78052,512,D
78055,78056,512,I
78057,78057,512,D
78058,78058,512,I
78059,78059,512,D
78061,78061,512,D
78062,78062,521,I
78063,78063,512,I
78064,78065,512,D
78067,78067,521,I
78069,78069,511,I
78070,78070,512,I
78071,78073,512,D
78074,78074,521,I
78076,78076,521,I
78101,78102,512,D
78104,78104,512,D
78108,78109,512,D
78112,78112,512,I
78113,78113,521,I
78114,78114,512,D
78115,78115,512,I
78117,78118,521,I
78119,78119,512,D
78121,78121,512,D
78122,78122,521,I
78123,78124,512,D
78130,78131,512,D
78132,78133,512,I
78140,78140,512,D
78141,78142,521,I
78145,78145,521,I
78146,78148,512,D
78150,78151,512,D
78152,78152,512,I
78153,78153,511,I
78154,78156,512,D
78159,78160,512,D
78161,78161,512,I
78162,78164,512,D
78201,78299,512,D
78330,78330,521,I
78332,78333,551,D
78336,78336,551,D
78338,78338,521,I
78339,78339,512,D
78340,78342,521,I
78343,78343,551,D
78344,78344,521,I
78347,78347,551,D
78350,78350,521,I
78351,78352,551,D
78353,78353,521,I
78355,78355,521,I
78357,78357,521,I
78358,78359,551,D
78361,78361,521,I
78362,78363,551,D
78368,78368,512,D
78369,78372,521,I
78373,78374,551,D
78375,78376,521,I
78377,78377,512,D
78379,78379,521,I
78380,78380,551,D
78382,78382,551,D
78383,78385,521,I
78387,78387,512,D
78389,78389,512,D
78390,78390,521,I
78391,78391,512,D
78393,78393,512,D
78401,78499,551,D
78501,78505,556,D
78516,78516,556,D
78520,78526,554,D
78535,78535,554,D
78536,78536,521,I
78537,78540,556,D
78543,78543,556,D
78545,78545,521,I
78547,78548,521,I
78549,78549,556,I
78550,78553,554,D
78557,78558,556,D
78559,78559,554,D
78560,78560,556,I
78561,78561,521,I
78562,78562,556,I
78563,78563,521,I
78565,78565,521,I
78566,78568,554,D
78569,78569,521,I
78570,78570,556,D
78572,78572,556,D
78575,78575,554,D
78576,78576,556,I
78577,78577,556,D
78578,78578,554,D
78579,78579,556,I
78580,78580,521,I
78582,78584,521,I
78586,78586,554,D
78588,78588,521,I
78589,78589,556,D
78590,78590,556,I
78592,78592,521,I
78593,78593,556,I
78594,78595,521,I
78596,78596,556,D
78597,78597,554,D
78598,78598,521,I
78602,78602,511,I
78604,78604,512,D
78605,78606,512,I
78608,78609,512,I
78610,78610,522,D
78611,78612,511,I
78613,78613,522,D
78615,78616,512,I
78617,78617,522,D
78618,78620,512,I
78621,78621,522,D
78622,78622,511,I
78623,78624,512,I
78626,78628,522,D
78629,78629,550,D
78630,78630,522,D
78631,78631,512,I
78632,78632,512,D
78634,78634,522,D
78635,78636,512,I
78638,78639,512,I
78640,78641,522,D
78642,78643,512,I
78644,78644,522,D
78645,78645,512,I
78648,78648,511,I
78650,78650,512,I
78652,78653,522,D
78654,78654,512,I
78655,78656,522,D
78658,78658,512,D
78659,78659,512,I
78660,78660,522,D
78661,78661,511,I
78662,78663,512,I
78664,78664,522,D
78666,78667,522,D
78669,78672,512,I
78673,78673,511,I
78674,78676,512,I
78680,78683,522,D
78701,78799,522,D
78801,78801,512,D
78827,78828,512,I
78829,78829,521,I
78830,78830,512,I
78832,78833,512,I
78834,78834,511,I
78836,78838,512,I
78839,78839,511,I
78840,78842,558,D
78850,78850,512,D
78852,78853,558,D
78860,78860,511,I
78861,78861,512,D
78870,78870,512,D
78872,78873,512,I
78877,78877,511,I
78880,78880,512,I
78881,78881,521,I
78883,78885,512,I
78932,78933,521,I
78934,78935,550,D
78938,78938,521,I
78940,78940,521,I
78941,78941,550,D
78942,78942,512,I
78943,78943,521,I
78944,78944,511,I
78945,78945,550,D
78946,78946,511,I
78947,78948,521,I
78950,78950,511,I
78952,78952,511,I
78953,78953,512,I
78954,78954,511,I
78956,78956,550,D
78957,78957,512,I
78959,78959,511,I
78960,78960,521,I
78962,78962,550,D
78963,78963,511,I
79001,79002,511,I
79003,79003,534,I
79005,79005,511,I
79007,79008,534,D
79009,79011,511,I
79012,79012,534,D
79013,79014,511,I
79015,79016,534,D
79018,79019,511,I
79021,79022,511,I
79024,79025,511,I
79027,79027,511,I
79029,79029,511,I
79031,79036,511,I
79039,79040,511,I
79041,79041,854,D
79042,79044,511,I
79045,79045,534,D
79046,79046,511,I
79052,79054,511,I
79057,79059,511,I
79061,79064,511,I
79065,79066,534,D
79068,79068,511,I
79070,79070,511,I
79072,79072,511,D
79077,79088,511,I
79090,79093,511,I
79095,79098,511,I
79101,79199,534,D
79201,79201,511,I
79220,79221,511,I
79223,79223,854,I
79225,79226,511,I
79227,79227,523,D
79229,79230,511,I
79233,79233,511,I
79235,79241,511,I
79244,79245,511,I
79248,79248,511,I
79250,79251,511,I
79252,79252,523,D
79255,79258,511,I
79260,79261,511,I
79311,79311,854,D
79312,79314,511,I
79316,79316,511,I
79320,79325,511,I
79327,79327,511,I
79329,79329,854,D
79331,79331,511,I
79336,79336,854,D
79339,79339,511,I
79342,79342,511,I
79343,79343,854,D
79344,79347,511,I
79350,79350,854,D
79351,79351,511,I
79355,79357,511,I
79358,79358,854,D
79359,79360,511,I
79363,79364,854,D
79366,79366,511,I
79367,79367,854,D
79369,79370,511,I
79372,79373,511,I
79377,79381,511,I
79382,79383,854,D
79401,79476,854,D
79478,79499,854,D
79501,79502,511,I
79504,79506,511,I
79508,79508,511,I
79510,79512,511,I
79520,79521,511,I
79525,79530,511,I
79532,79535,511,I
79536,79536,852,D
79537,79537,852,I
79538,79541,511,I
79543,79549,511,I
79553,79553,511,I
79556,79556,852,D
79560,79560,511,I
79561,79561,852,D
79562,79562,511,I
79563,79563,852,D
79565,79565,511,I
79567,79567,852,D
79601,79699,852,D
79701,79712,853,D
79713,79713,511,I
79714,79714,853,D
79718,79718,521,I
79719,79719,511,I
79720,79721,853,D
79730,79731,511,I
79733,79733,511,I
79734,79734,521,I
79735,79735,511,I
79738,79741,511,I
79742,79742,521,I
79743,79743,511,I
79744,79744,521,I
79745,79745,511,I
79748,79748,511,I
79749,79749,521,I
79752,79752,511,I
79755,79756,511,I
79758,79759,511,I
79760,79769,853,D
79770,79770,511,I
79772,79772,511,I
79776,79777,511,I
79778,79778,521,I
79779,79780,511,I
79781,79781,521,I
79782,79782,853,D
79783,79783,521,I
79785,79785,511,I
79788,79789,511,I
79821,79821,851,D
79830,79830,511,I
79832,79832,511,I
79834,79834,521,I
79835,79836,851,D
79837,79837,851,I
79838,79838,851,D
79839,79839,851,I
79841,79841,851,I
79842,79842,521,I
79843,79843,511,I
79845,79846,521,I
79847,79847,851,I
79848,79848,521,I
79849,79849,851,D
79850,79850,521,I
79851,79851,851,I
79852,79852,521,I
79853,79853,851,I
79855,79855,511,I
79901,79999,851,D
80001,80006,890,D
80007,80007,892,D
80008,80019,890,D
80020,80021,892,D
80022,80022,890,D
80024,80024,890,D
80025,80025,890,I
80026,80028,892,D
80030,80031,890,D
80033,80033,890,D
80035,80037,890,D
80038,80038,892,D
80040,80045,890,D
80101,80103,890,I
80104,80104,890,D
80105,80107,890,I
80110,80112,890,D
80116,80116,890,D
80117,80118,890,I
80120,80132,890,D
80133,80133,890,I
80134,80135,890,D
80136,80137,890,I
80138,80138,890,D
80150,80155,890,D
80160,80162,890,D
80201,80299,890,D
80301,80399,892,D
80401,80403,890,D
80420,80422,890,I
80424,80424,890,I
80426,80429,890,I
80432,80433,890,I
80435,80435,890,D
80436,80444,890,I
80446,80449,890,I
80451,80452,890,I
80454,80455,890,I
80457,80457,890,I
80459,80459,890,I
80461,80461,890,I
80463,80463,890,I
80465,80470,890,I
80474,80475,890,I
80477,80478,890,I
80480,80483,890,I
80487,80488,890,I
80498,80498,890,D
80499,80499,890,I
80501,80504,892,D
80510,80511,890,I
80512,80513,893,D
80514,80514,892,D
80515,80515,890,I
80516,80516,892,D
80517,80517,890,I
80520,80520,892,D
80521,80526,893,D
80528,80528,893,D
80530,80530,892,D
80532,80532,890,I
80533,80533,892,D
80534,80535,893,D
80536,80536,890,I
80537,80538,893,D
80540,80540,892,D
80541,80541,893,D
80542,80542,892,D
80543,80543,893,D
80544,80544,892,D
80545,80545,890,I
80546,80547,893,D
80549,80549,890,I
80550,80551,893,D
80601,80601,890,D
80603,80603,890,D
80610,80610,893,D
80611,80612,890,I
80614,80614,890,D
80615,80615,893,D
80620,80620,893,D
80621,80621,890,D
80622,80623,893,D
80631,80639,893,D
80640,80640,890,D
80642,80644,890,I
80645,80646,893,D
80648,80654,890,I
80701,80701,890,D
80705,80705,890,I
80720,80723,890,I
80726,80728,890,I
80731,80731,890,I
80733,80737,890,I
80739,80739,890,I
80741,80747,890,I
80749,80751,890,I
80754,80755,890,I
80757,80759,890,I
80801,80802,890,I
80804,80805,890,I
80807,80810,890,I
80812,80816,890,I
80817,80817,891,D
80818,80825,890,I
80827,80828,890,I
80829,80829,891,D
80831,80832,890,I
80834,80836,890,I
80840,80840,891,D
80860,80861,890,I
80863,80864,890,I
80866,80866,890,I
80901,80911,891,D
80912,80912,890,I
80913,80999,891,D
81001,81018,891,D
81019,81020,890,I
81022,81023,890,I
81025,81025,890,I
81027,81027,890,I
81029,81030,890,I
81032,81033,890,I
81036,81036,890,I
81038,81041,890,I
81043,81047,890,I
81049,81050,890,I
81052,81052,890,I
81054,81055,890,I
81057,81059,890,I
81062,81064,890,I
81067,81067,890,I
81069,81071,890,I
81073,81073,890,I
81076,81077,890,I
81082,81082,890,I
81084,81084,890,I
81087,81087,890,I
81089,81092,890,I
81101,81101,891,D
81120,81120,890,I
81121,81122,859,I
81123,81125,890,I
81127,81128,859,I
81129,81136,890,I
81137,81137,859,I
81140,81144,890,I
81146,81146,890,I
81147,81147,859,I
81148,81149,890,I
81150,81151,891,D
81152,81155,890,I
81201,81201,890,I
81210,81211,890,I
81212,81212,891,D
81215,81215,891,D
81220,81220,890,I
81222,81225,890,I
81226,81226,891,D
81227,81228,890,I
81230,81230,890,I
81232,81233,890,I
81235,81237,890,I
81239,81239,890,I
81240,81240,891,D
81241,81244,890,I
81246,81246,890,I
81252,81252,890,I
81301,81302,859,I
81320,81321,859,I
81323,81324,859,I
81326,81328,859,I
81330,81330,890,I
81331,81332,859,I
81333,81334,890,I
81335,81335,859,I
81401,81402,894,D
81410,81410,890,I
81411,81411,894,I
81413,81415,890,I
81416,81416,894,D
81418,81419,890,I
81422,81424,894,I
81425,81425,894,D
81426,81430,890,I
81431,81431,894,I
81432,81435,890,I
81501,81506,894,D
81520,81521,894,D
81522,81522,894,I
81523,81523,894,D
81524,81525,890,I
81526,81527,894,D
81601,81602,890,I
81610,81611,890,I
81615,81615,890,I
81620,81621,890,I
81623,81625,890,I
81628,81628,890,I
81630,81632,890,I
81635,81641,890,I
81643,81643,890,I
81645,81650,890,I
81652,81652,890,I
81654,81658,890,I
82001,82009,893,D
82050,82055,890,I
82057,82060,890,I
82063,82063,890,I
82070,82073,893,D
82080,82084,890,I
82190,82190,888,I
82201,82201,890,I
82210,82210,890,I
82212,82215,890,I
82217,82217,890,I
82219,82225,890,I
82227,82229,890,I
82240,82240,890,I
82242,82244,890,I
82301,82301,890,I
82310,82310,890,I
82321,82325,890,I
82327,82327,890,I
82329,82329,890,I
82331,82331,890,I
82334,82336,890,I
82401,82401,890,I
82410,82412,890,I
82414,82414,890,I
82420,82423,890,I
82425,82428,890,I
82430,82435,890,I
82440,82443,890,I
82450,82450,890,I
82501,82501,890,I
82510,82510,890,I
82512,82516,890,I
82520,82520,890,I
82523,82524,890,I
82601,82614,890,D
82615,82615,890,I
82620,82620,890,I
82630,82630,890,I
82631,82634,890,D
82635,82635,890,I
82636,82637,890,D
82638,82640,890,I
82642,82643,890,I
82644,82644,890,D
82648,82649,890,I
82701,82701,890,I
82710,82710,381,I
82711,82715,890,I
82716,82718,890,D
82720,82721,890,I
82723,82725,890,I
82727,82727,890,I
82729,82732,890,I
82801,82801,890,I
82831,82840,890,I
82842,82842,890,I
82845,82845,890,I
82901,82902,890,I
82922,82922,881,I
82923,82923,890,I
82925,82926,881,I
82929,82937,881,I
82939,82939,890,I
82941,82942,881,I
82943,82943,890,I
82944,82944,881,I
82945,82945,890,I
83001,83002,881,I
83011,83014,881,I
83025,83025,881,I
83101,83101,881,I
83110,83116,881,I
83118,83124,881,I
83126,83128,881,I
83201,83206,881,I
83209,83211,881,I
83213,83215,881,I
83217,83218,881,I
83221,83221,881,I
83223,83223,881,I
83226,83237,881,I
83239,83239,881,I
83241,83241,881,I
83244,83246,881,I
83250,83256,881,I
83260,83263,881,I
83271,83272,881,I
83274,83274,881,I
83276,83278,881,I
83281,83281,881,I
83283,83283,881,I
